Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty
311240,Cleveland,19812,Uncertain Eruption,United States,0,,1989,,10,,25,3,,,,,,,,
272020,Kanlaon,16741,Confirmed Eruption,Philippines,2,,1989,,10,,25,,Historical Observations,,1989,,12,>,13,
284142,Supply Reef,18477,Confirmed Eruption,United States,0,,1989,,9,,21,,Hydrophonic,,1989,,12,,27,
211060,Etna,13820,Confirmed Eruption,Italy,2,,1989,,9,,11,,Historical Observations,,1989,,10,,9,
311070,Gareloi,19688,Confirmed Eruption,United States,1,,1989,,8,,17,,Historical Observations,,,,,,,
256010,Tinakula,15203,Confirmed Eruption,Solomon Islands,1,,1989,,8,<,16,15,Historical Observations,,1990,,2,>,16,15
300250,Bezymianny,19365,Confirmed Eruption,Russia,2,,1989,,8,,1,,Historical Observations,,1989,,8,,4,
284080,Sumisujima,18341,Uncertain Eruption,Japan,0,,1989,,7,,18,,,,1989,,7,,18,
284110,Kita-Ioto,18385,Uncertain Eruption,Japan,0,,1989,,7,,16,15,,,1989,,7,,16,15
267020,Karangetang,16534,Confirmed Eruption,Indonesia,1,,1989,,7,,16,15,Historical Observations,,1989,,7,,16,15
283010,Izu-Tobu,17379,Confirmed Eruption,Japan,1,,1989,,7,,13,,Historical Observations,,1989,,7,,13,
241100,Ruapehu,14658,Confirmed Eruption,New Zealand,1,,1989,,7,,1,,Historical Observations,,1989,,9,?,20,
224010,Cameroon,14133,Confirmed Eruption,Cameroon,1,,1989,,5,,29,,Historical Observations,,1989,,5,,29,
290070,Etorofu-Yakeyama [Grozny Group],18754,Confirmed Eruption,Japan,2,,1989,,5,,3,,Historical Observations,,1989,,8,,5,4
223020,Nyamulagira,14075,Confirmed Eruption,DR Congo,3,,1989,,4,,24,,Historical Observations,,1989,,8,,15,5
257040,Ambrym,15288,Confirmed Eruption,Vanuatu,2,,1989,,4,,24,,Historical Observations,,1989,,12,,23,
266030,Soputan,16431,Confirmed Eruption,Indonesia,2,,1989,,4,,22,,Historical Observations,,1989,,4,,23,
283090,Niigata-Yakeyama,17549,Confirmed Eruption,Japan,1,,1989,,4,,19,,Historical Observations,,1989,,4,,26,
300270,Sheveluch,19567,Confirmed Eruption,Russia,2,,1989,,4,,7,,Historical Observations,,1989,,6,,26,
282110,Asosan,17345,Confirmed Eruption,Japan,2,,1989,,4,,5,,Historical Observations,,1991,,2,,9,
311320,Akutan,20033,Confirmed Eruption,United States,2,,1989,,2,,27,,Historical Observations,,1989,,3,<,28,
344100,Masaya,11031,Confirmed Eruption,Nicaragua,1,,1989,,2,,20,,Historical Observations,,1989,,11,,16,15
351080,Galeras,11372,Confirmed Eruption,Colombia,2,,1989,,2,,19,,Historical Observations,,1989,,5,,9,
290380,Ebeko,18875,Confirmed Eruption,Russia,2,,1989,,2,,2,,Historical Observations,,1990,,4,,15,5
390090,Saunders,22332,Confirmed Eruption,United Kingdom,0,,1989,,1,,30,,Historical Observations,,1990,,3,,22,
284080,Sumisujima,18340,Uncertain Eruption,Japan,0,,1989,,1,,18,,,,1989,,1,,18,
290240,Sarychev Peak,18818,Confirmed Eruption,Russia,1,,1989,,1,,13,,Historical Observations,,1989,,1,,14,
283120,Kusatsu-Shiranesan,17845,Uncertain Eruption,Japan,1,,1989,,1,,6,,,,1989,,1,,6,
252120,Ulawun,15059,Confirmed Eruption,Papua New Guinea,2,,1989,,1,,1,,Historical Observations,,1989,,12,?,16,15
360160,Kick 'em Jenny,12466,Confirmed Eruption,Grenada,0,,1988,,12,,29,,Hydrophonic,,1988,,12,,30,
357100,Lonquimay,12016,Confirmed Eruption,Chile,3,,1988,,12,,25,,Historical Observations,,1990,,1,,24,1
285050,Tokachidake,18660,Confirmed Eruption,Japan,2,,1988,,12,?,10,,Historical Observations,,1989,,5,,16,15
241100,Ruapehu,14657,Confirmed Eruption,New Zealand,1,,1988,,12,,8,,Historical Observations,,1989,,3,?,5,
300270,Sheveluch,19584,Confirmed Eruption,Russia,2,,1988,,12,,7,,Historical Observations,,1988,,12,,7,
211060,Etna,13819,Confirmed Eruption,Italy,1,,1988,,10,,2,,Historical Observations,,1989,,6,,30,
353010,Fernandina,11673,Confirmed Eruption,Ecuador,2,,1988,,9,,14,,Historical Observations,,1988,,9,,16,
242050,Monowai,14711,Confirmed Eruption,New Zealand,0,,1988,,9,,8,,Hydrophonic,,1988,,9,,8,
284170,Pagan,18518,Confirmed Eruption,United States,2,,1988,,8,,24,,Historical Observations,,1988,,10,,12,
257060,Epi,13375,Uncertain Eruption,Vanuatu,0,,1988,,8,,16,15,,,,,,,,
268070,Makian,16689,Confirmed Eruption,Indonesia,3,,1988,,7,,29,,Historical Observations,,1988,,8,,5,
263180,Slamet,15762,Confirmed Eruption,Indonesia,1,,1988,,7,,12,,Historical Observations,,1988,,7,,13,
354006,Sabancaya,11749,Confirmed Eruption,Peru,1,,1988,,6,,22,,Historical Observations,,1988,,10,?,16,15
272020,Kanlaon,16740,Confirmed Eruption,Philippines,1,,1988,,6,,21,,Historical Observations,,1988,,7,,2,
344120,Concepcion,11071,Confirmed Eruption,Nicaragua,2,,1988,,6,,16,15,Historical Observations,,,,,,,
341040,Colima,10472,Uncertain Eruption,Mexico,2,,1988,,6,,15,180,,,,,,,,
243040,Hunga Tonga-Hunga Ha'apai,14732,Confirmed Eruption,Tonga,0,,1988,,6,,1,,Historical Observations,,1988,,6,>,3,
282110,Asosan,17344,Confirmed Eruption,Japan,1,,1988,,5,,26,5,Historical Observations,,1989,,1,,16,15
265090,Banda Api,16420,Confirmed Eruption,Indonesia,3,,1988,,5,,9,,Historical Observations,,1988,,5,,17,
266100,Lokon-Empung,16458,Confirmed Eruption,Indonesia,1,,1988,,4,,21,,Historical Observations,,1988,,5,,1,
311320,Akutan,20032,Confirmed Eruption,United States,2,,1988,,3,,26,,Historical Observations,,1988,,7,,20,
241100,Ruapehu,14656,Confirmed Eruption,New Zealand,1,,1988,,3,,20,,Historical Observations,,1988,,5,,25,3
284070,Myojinsho,18331,Uncertain Eruption,Japan,0,,1988,,3,,18,,,,1988,,3,,19,
273010,Bulusan,16768,Confirmed Eruption,Philippines,2,,1988,,2,,20,,Historical Observations,,1988,,3,,8,
284170,Pagan,18517,Uncertain Eruption,United States,,,1988,,2,,16,,,,,,,,,
262000,Krakatau,15616,Confirmed Eruption,Indonesia,2,,1988,,2,,14,5,Historical Observations,,1988,,4,?,16,15
268060,Gamalama,16669,Confirmed Eruption,Indonesia,2,,1988,,2,,12,,Historical Observations,,1988,,3,?,16,15
257040,Ambrym,15287,Confirmed Eruption,Vanuatu,3,,1988,,2,?,12,,Historical Observations,,1988,,8,,23,
284121,Kita-Fukutokutai,18400,Uncertain Eruption,Japan,1,,1988,,1,,27,,,,,,,,,
282060,Kikai,16996,Confirmed Eruption,Japan,1,,1988,,1,,18,,Historical Observations,,1988,,1,,18,
282030,Suwanosejima,16940,Confirmed Eruption,Japan,2,,1988,,1,,16,15,Historical Observations,,1989,,12,,16,15
285070,Akan,18701,Confirmed Eruption,Japan,1,,1988,,1,,5,,Historical Observations,,1988,,2,?,18,
223020,Nyamulagira,14074,Confirmed Eruption,DR Congo,1,,1987,,12,,30,,Historical Observations,,1988,,1,,4,
264071,Ranakah,16254,Confirmed Eruption,Indonesia,3,,1987,,12,,28,,Historical Observations,,1989,,4,>,16,15
355100,Lascar,11865,Confirmed Eruption,Chile,3,,1987,,11,<,16,15,Historical Observations,,1990,,4,,6,
344040,Telica,10932,Confirmed Eruption,Nicaragua,1,,1987,,11,,16,15,Historical Observations,,1987,,11,,16,15
344020,San Cristobal,10885,Uncertain Eruption,Nicaragua,,,1987,,11,,16,15,,,,,,,,
284010,Izu-Oshima,18243,Confirmed Eruption,Japan,2,,1987,,11,,16,,Historical Observations,,1988,,1,,27,
311230,Carlisle,19800,Uncertain Eruption,United States,,,1987,,11,,16,,,,,,,,,
284070,Myojinsho,18330,Uncertain Eruption,Japan,0,,1987,,10,,21,,,,1987,,12,,9,
290380,Ebeko,18874,Confirmed Eruption,Russia,1,,1987,,10,,14,,Historical Observations,,1988,,1,,16,15
264220,Iliboleng,16325,Confirmed Eruption,Indonesia,2,,1987,,10,,2,,Historical Observations,,1987,,10,,2,
284170,Pagan,18516,Confirmed Eruption,United States,1,,1987,,9,,4,,Historical Observations,,1987,,9,,4,
284130,Fukutoku-Oka-no-Ba,17603,Uncertain Eruption,Japan,0,,1987,,9,,4,,,,1991,,2,,6,
311190,Amukta,19788,Confirmed Eruption,United States,1,,1987,,9,?,4,,Historical Observations,,,,,,,
311070,Gareloi,19687,Confirmed Eruption,United States,1,,1987,,9,,4,,Historical Observations,,,,,,,
241100,Ruapehu,14655,Confirmed Eruption,New Zealand,1,,1987,,8,,24,,Historical Observations,,1987,,8,,30,
284110,Kita-Ioto,18384,Uncertain Eruption,Japan,0,,1987,,8,,16,15,,,1987,,8,,16,15
354006,Sabancaya,11748,Uncertain Eruption,Peru,2,,1987,,8,,7,,,,,,,,,
390030,Deception Island,13197,Uncertain Eruption,Antarctica,,,1987,,7,,23,,,,,,,,,
284130,Fukutoku-Oka-no-Ba,17602,Confirmed Eruption,Japan,0,,1987,,7,,14,,Historical Observations,,1987,,8,?,30,
341040,Colima,10471,Confirmed Eruption,Mexico,1,,1987,,7,,2,,Historical Observations,,1987,,7,,2,
311240,Cleveland,19811,Confirmed Eruption,United States,3,,1987,,6,,19,,Historical Observations,,1987,,8,,28,
345040,Poas,11183,Confirmed Eruption,Costa Rica,2,,1987,,6,,16,15,Historical Observations,,1990,,6,,16,15
284210,Esmeralda Bank,18545,Uncertain Eruption,United States,0,,1987,,5,,26,,,,,,,,,
263340,Raung,16148,Confirmed Eruption,Indonesia,1,,1987,,5,,16,15,Historical Observations,,1989,,7,,28,3
283090,Niigata-Yakeyama,17548,Confirmed Eruption,Japan,1,,1987,,4,,25,5,Historical Observations,,,,,,,
311020,Kiska,19666,Uncertain Eruption,United States,,,1987,,4,,15,,,,,,,,,
311060,Semisopochnoi,19673,Confirmed Eruption,United States,2,,1987,,4,,13,,Historical Observations,,,,,,,
268040,Gamkonora,16594,Confirmed Eruption,Indonesia,1,,1987,,4,,13,,Historical Observations,,1987,,4,,26,
345020,Rincon de la Vieja,11103,Confirmed Eruption,Costa Rica,1,,1987,,4,,1,,Historical Observations,,1987,,4,,1,
272020,Kanlaon,16739,Confirmed Eruption,Philippines,1,,1987,,3,?,30,,Historical Observations,,1987,,7,,2,
242030,Raoul Island,14701,Uncertain Eruption,New Zealand,0,,1987,,3,,25,,,,1987,,3,,25,
312070,Veniaminof,20169,Confirmed Eruption,United States,1,,1987,,3,,19,,Historical Observations,,1987,,3,,19,
313020,Iliamna,20289,Discredited Eruption,United States,,,1987,,3,,19,,,,1987,,5,,2,
311120,Great Sitkin,19740,Uncertain Eruption,United States,,,1987,,3,,18,,,,,,,,,
312060,Kupreanof,20155,Uncertain Eruption,United States,1,,1987,,3,,10,,Historical Observations,,1987,,3,,10,
211060,Etna,13818,Confirmed Eruption,Italy,2,,1987,,3,,8,8,Historical Observations,,1987,,5,,16,
311160,Atka Volcanic Complex,19762,Confirmed Eruption,United States,2,,1987,,3,?,4,,Historical Observations,,1987,,3,?,19,
311310,Makushin,19990,Confirmed Eruption,United States,1,,1987,,3,,2,,Historical Observations,,1987,,3,,2,
344100,Masaya,11030,Confirmed Eruption,Nicaragua,1,,1987,,2,,15,,Historical Observations,,1987,,2,>,22,
311320,Akutan,20031,Confirmed Eruption,United States,2,,1987,,1,,31,,Historical Observations,,1987,,6,,24,
261140,Marapi,15475,Confirmed Eruption,Indonesia,2,,1987,,1,,15,,Historical Observations,,1994,,8,>,12,
342090,Fuego,10731,Confirmed Eruption,Guatemala,1,,1987,,1,,5,4,Historical Observations,,1987,,2,?,16,15
345020,Rincon de la Vieja,11102,Confirmed Eruption,Costa Rica,1,,1986,,12,,31,,Historical Observations,,1986,,12,,31,
354006,Sabancaya,11747,Confirmed Eruption,Peru,1,,1986,,12,,16,15,Historical Observations,,,,,,,
300250,Bezymianny,19364,Confirmed Eruption,Russia,3,,1986,,12,,5,4,Historical Observations,,1988,,7,,26,5
373030,Bardarbunga,12887,Uncertain Eruption,Iceland,0,,1986,,11,,29,,,,1986,,12,?,1,
300260,Klyuchevskoy,19468,Confirmed Eruption,Russia,4,,1986,,11,,27,,Historical Observations,,1990,,9,,16,15
311290,Okmok,19850,Confirmed Eruption,United States,2,,1986,,11,,18,,Historical Observations,,1988,,2,,26,
290360,Chikurachki,18854,Confirmed Eruption,Russia,4,,1986,,11,,18,,Historical Observations,,1986,,12,,7,
284010,Izu-Oshima,18242,Confirmed Eruption,Japan,3,,1986,,11,,15,,Historical Observations,,1986,,12,,18,
257040,Ambrym,15286,Confirmed Eruption,Vanuatu,2,,1986,,11,,13,,Historical Observations,,1986,,11,?,19,
211060,Etna,13817,Confirmed Eruption,Italy,2,,1986,,10,,30,,Historical Observations,,1987,,3,,1,
284070,Myojinsho,18329,Uncertain Eruption,Japan,0,,1986,,10,,24,,,,1986,,10,,24,
290260,Chirinkotan,18829,Confirmed Eruption,Russia,1,,1986,,10,,11,,Historical Observations,,1986,,10,,12,
263250,Merapi,15917,Confirmed Eruption,Indonesia,2,,1986,,10,,10,,Historical Observations,,1990,,8,?,16,15
332000,Kama'ehuakanaloa,20731,Uncertain Eruption,United States,0,,1986,,9,,20,,,,1986,,9,,20,
355100,Lascar,11864,Confirmed Eruption,Chile,3,,1986,,9,,14,,Historical Observations,,1986,,9,,16,
290240,Sarychev Peak,18817,Confirmed Eruption,Russia,1,,1986,,9,?,1,15,Historical Observations,,,,,,,
224030,Oku Volcanic Field,14138,Uncertain Eruption,Cameroon,,,1986,,8,,21,,,,1986,,12,?,30,
263200,Dieng Volcanic Complex,15788,Confirmed Eruption,Indonesia,1,,1986,,8,,6,,Historical Observations,,1986,,8,,6,
261160,Talang,15493,Uncertain Eruption,Indonesia,1,,1986,,7,,16,,,,1986,,10,,13,
223020,Nyamulagira,14073,Confirmed Eruption,DR Congo,2,,1986,,7,,16,,Historical Observations,,1986,,8,,20,
255060,Kavachi,15172,Confirmed Eruption,Solomon Islands,1,,1986,,7,,5,,Historical Observations,,1986,,7,,23,
261120,Sorikmarapi,15414,Confirmed Eruption,Indonesia,1,,1986,,7,,5,,Historical Observations,,1986,,7,,14,
261030,Peuet Sague,15375,Confirmed Eruption,Indonesia,2,,1986,,7,,2,182,Historical Observations,,,,,,,
284096,Nishinoshima,18365,Uncertain Eruption,Japan,0,,1986,,7,,2,182,,,1990,,7,,2,182
284100,Kaitoku Seamount,18376,Uncertain Eruption,Japan,0,,1986,,6,,18,,,,1986,,6,,18,
242050,Monowai,14710,Confirmed Eruption,New Zealand,0,,1986,,6,,16,15,Hydrophonic,,1986,,6,,16,15
241130,Rumble III,14675,Confirmed Eruption,New Zealand,0,,1986,,6,,15,,Hydrophonic,,1986,,8,?,5,
300260,Klyuchevskoy,19467,Confirmed Eruption,Russia,2,,1986,,6,,8,,Historical Observations,,1986,,7,,11,
272020,Kanlaon,16738,Confirmed Eruption,Philippines,2,,1986,,6,,3,,Historical Observations,,1986,,8,,18,
264220,Iliboleng,16324,Confirmed Eruption,Indonesia,1,,1986,,5,,28,,Historical Observations,,1986,,11,,24,
290390,Alaid,18890,Confirmed Eruption,Russia,2,,1986,,5,,25,,Historical Observations,,1986,,5,,28,3
311160,Atka Volcanic Complex,19759,Uncertain Eruption,United States,1,,1986,,5,,23,,,,,,,,,
311240,Cleveland,19810,Confirmed Eruption,United States,2,,1986,,4,,28,,Historical Observations,,1986,,5,>,27,
311310,Makushin,19989,Discredited Eruption,United States,,,1986,,4,,28,,,,,,,,,
312030,Pavlof,20149,Confirmed Eruption,United States,3,,1986,,4,,16,,Historical Observations,,1988,,8,,13,
284130,Fukutoku-Oka-no-Ba,17601,Uncertain Eruption,Japan,0,,1986,,4,,7,,,,1987,,6,,26,
300270,Sheveluch,19583,Confirmed Eruption,Russia,3,,1986,,3,,28,,Historical Observations,,1988,,2,,28,
313010,Augustine,20262,Confirmed Eruption,United States,4,,1986,,3,,27,,Historical Observations,,1986,,8,,31,
300250,Bezymianny,19363,Confirmed Eruption,Russia,2,,1986,,3,,26,5,Historical Observations,,1986,,6,,29,
266100,Lokon-Empung,16457,Confirmed Eruption,Indonesia,2,,1986,,3,,22,,Historical Observations,,1987,,5,,13,
311360,Shishaldin,20090,Confirmed Eruption,United States,2,,1986,,3,,19,,Historical Observations,,1987,,2,?,15,
311320,Akutan,20030,Confirmed Eruption,United States,2,,1986,,3,,18,,Historical Observations,,1986,,6,,30,
211060,Etna,13816,Confirmed Eruption,Italy,2,,1986,,3,,16,15,Historical Observations,,1986,,10,?,31,
241100,Ruapehu,14654,Confirmed Eruption,New Zealand,1,,1986,,2,,8,,Historical Observations,,1986,,2,?,9,
241040,Whakaari/White Island,14490,Confirmed Eruption,New Zealand,3,,1986,,2,?,1,,Historical Observations,,1994,,7,,28,
284130,Fukutoku-Oka-no-Ba,17600,Confirmed Eruption,Japan,2,,1986,,1,,18,,Historical Observations,,1986,,3,?,28,
211060,Etna,13815,Confirmed Eruption,Italy,1,,1985,,12,,19,,Historical Observations,,1985,,12,,31,
311240,Cleveland,19809,Uncertain Eruption,United States,1,,1985,,12,,10,,,,,,,,,
255060,Kavachi,15171,Confirmed Eruption,Solomon Islands,1,,1985,,12,,9,,Historical Observations,,1986,,2,,28,3
284096,Nishinoshima,18364,Uncertain Eruption,Japan,0,,1985,,12,,2,,,,1985,,12,,2,
344120,Concepcion,11070,Confirmed Eruption,Nicaragua,1,,1985,,12,,2,1,Historical Observations,,1986,,4,?,20,
355020,Guallatiri,11822,Uncertain Eruption,Chile,,,1985,,12,,1,,,,,,,,,
252120,Ulawun,15058,Confirmed Eruption,Papua New Guinea,3,,1985,,11,,17,,Historical Observations,,1985,,11,,22,
343100,San Miguel,10863,Confirmed Eruption,El Salvador,1,,1985,,11,,16,15,Historical Observations,,1986,,2,>,16,15
241100,Ruapehu,14653,Confirmed Eruption,New Zealand,1,,1985,,11,,15,,Historical Observations,,1985,,11,,15,
263090,Tangkuban Parahu,15684,Uncertain Eruption,Indonesia,1,,1985,,11,,15,,,,1985,,11,,15,
272020,Kanlaon,16737,Confirmed Eruption,Philippines,1,,1985,,10,,5,,Historical Observations,,1985,,12,,7,
282030,Suwanosejima,16939,Confirmed Eruption,Japan,2,,1985,,9,,16,15,Historical Observations,,1987,,6,,16,15
345020,Rincon de la Vieja,11101,Confirmed Eruption,Costa Rica,1,,1985,,9,,16,15,Historical Observations,,1986,,4,,16,15
351020,"Ruiz, Nevado del",11290,Confirmed Eruption,Colombia,3,,1985,,9,,11,,Historical Observations,,1991,,7,,13,
344020,San Cristobal,10884,Uncertain Eruption,Nicaragua,,,1985,,9,,2,,,,,,,,,
284142,Supply Reef,18476,Uncertain Eruption,United States,0,,1985,,9,,2,,,,,,,,,
263340,Raung,16147,Confirmed Eruption,Indonesia,2,,1985,,8,,23,,Historical Observations,,1986,,2,,28,
300260,Klyuchevskoy,19466,Confirmed Eruption,Russia,3,,1985,,8,,16,,Historical Observations,,1986,,1,,21,
264050,Sangeang Api,16251,Confirmed Eruption,Indonesia,3,,1985,,7,,30,,Historical Observations,,1988,,2,,16,15
341040,Colima,10470,Confirmed Eruption,Mexico,1,,1985,,7,,2,182,Historical Observations,,1986,,1,,5,4
354010,"Misti, El",11774,Confirmed Eruption,Peru,1,,1985,,7,,2,182,Historical Observations,,,,,,,
390028,Hudson Mountains,19976,Uncertain Eruption,Antarctica,,,1985,,7,,2,182,,,,,,,,
285050,Tokachidake,18659,Confirmed Eruption,Japan,1,,1985,,6,,19,,Historical Observations,,1985,,6,,22,
233020,"Fournaise, Piton de la",14372,Confirmed Eruption,France,1,,1985,,6,,14,,Historical Observations,,1988,,12,,29,
300250,Bezymianny,19362,Confirmed Eruption,Russia,3,,1985,,6,,12,,Historical Observations,,1985,,12,,14,
300270,Sheveluch,19582,Confirmed Eruption,Russia,2,,1985,,5,,26,,Historical Observations,,1985,,10,,25,
241100,Ruapehu,14652,Confirmed Eruption,New Zealand,1,,1985,,5,<,21,,Historical Observations,,1985,,6,?,9,
266030,Soputan,16430,Confirmed Eruption,Indonesia,2,,1985,,5,,19,,Historical Observations,,1985,,5,,20,
352020,Guagua Pichincha,11492,Confirmed Eruption,Ecuador,1,,1985,,5,,16,15,Historical Observations,,1985,,6,,16,15
300130,Karymsky,19185,Discredited Eruption,Russia,,,1985,,5,?,3,,,,,,,,,
243110,Niuafo'ou,14798,Confirmed Eruption,Tonga,0,,1985,,3,,21,,Historical Observations,,1985,,3,,22,
272020,Kanlaon,16736,Confirmed Eruption,Philippines,1,,1985,,3,,13,,Historical Observations,,1985,,3,,14,
211060,Etna,13814,Confirmed Eruption,Italy,1,,1985,,3,,8,,Historical Observations,,1985,,7,,13,
264150,Paluweh,16272,Confirmed Eruption,Indonesia,1,,1985,,2,,3,,Historical Observations,,1985,,2,,3,
234010,Heard,14405,Confirmed Eruption,Australia,2,,1985,,1,,14,,Historical Observations,,1987,,1,?,16,15
333010,Teahitia,10302,Confirmed Eruption,France,0,,1985,,1,,10,,Hydrophonic,,1985,,1,,25,
376010,Jan Mayen,12972,Confirmed Eruption,Norway,0,,1985,,1,,6,,Historical Observations,,1985,,1,,9,
252120,Ulawun,15057,Confirmed Eruption,Papua New Guinea,1,,1984,,12,,30,,Historical Observations,,1985,,1,,27,
284100,Kaitoku Seamount,18375,Uncertain Eruption,Japan,0,,1984,,12,,23,,,,1984,,12,,23,
351020,"Ruiz, Nevado del",11289,Confirmed Eruption,Colombia,1,,1984,,12,,22,,Historical Observations,,1985,,3,?,19,
344120,Concepcion,11069,Confirmed Eruption,Nicaragua,2,,1984,,12,,16,15,Historical Observations,,1985,,1,,2,
355100,Lascar,11863,Confirmed Eruption,Chile,0,,1984,,12,,16,15,Historical Observations,,1985,,7,,16,15
312070,Veniaminof,20168,Confirmed Eruption,United States,2,,1984,,11,,29,,Historical Observations,,1984,,12,?,6,
261140,Marapi,15474,Confirmed Eruption,Indonesia,1,,1984,,11,,15,,Historical Observations,,1984,,11,,15,
332000,Kama'ehuakanaloa,20730,Uncertain Eruption,United States,0,,1984,,11,,11,,,,1985,,1,,21,
241100,Ruapehu,14651,Confirmed Eruption,New Zealand,1,,1984,,10,?,25,,Historical Observations,,1984,,12,,16,15
282030,Suwanosejima,16938,Confirmed Eruption,Japan,2,,1984,,10,,16,15,Historical Observations,,1984,,10,,16,15
273030,Mayon,16806,Confirmed Eruption,Philippines,3,,1984,,9,,9,,Historical Observations,,1984,,10,,6,
373080,Krafla,12953,Confirmed Eruption,Iceland,0,,1984,,9,,4,,Historical Observations,,1984,,9,,18,
252120,Ulawun,15056,Confirmed Eruption,Papua New Guinea,1,,1984,,8,,23,,Historical Observations,,1984,,9,,11,
373010,Grimsvotn,12839,Uncertain Eruption,Iceland,0,,1984,,8,<,20,,,,,,,,,
357120,Villarrica,12169,Confirmed Eruption,Chile,2,,1984,,8,,11,,Historical Observations,,1985,,11,,18,
300070,Gorely,19025,Confirmed Eruption,Russia,2,,1984,,8,,4,,Historical Observations,,1986,,9,?,21,
211060,Etna,13813,Confirmed Eruption,Italy,3,,1984,,7,,20,,Historical Observations,,1986,,9,,24,
311240,Cleveland,19808,Confirmed Eruption,United States,1,,1984,,7,,12,,Historical Observations,,1984,,7,,12,
257040,Ambrym,15285,Confirmed Eruption,Vanuatu,2,,1984,,7,,2,182,Historical Observations,,1986,,3,>,8,
266100,Lokon-Empung,16456,Uncertain Eruption,Indonesia,1,,1984,,6,,5,4,,,1984,,11,,16,15
256010,Tinakula,15202,Confirmed Eruption,Solomon Islands,2,,1984,,6,<,3,,Historical Observations,,1985,,6,>,13,
266030,Soputan,16429,Confirmed Eruption,Indonesia,3,,1984,,5,,24,,Historical Observations,,1984,,8,,31,
263310,Tengger Caldera,16059,Confirmed Eruption,Indonesia,1,,1984,,5,,12,,Historical Observations,,1984,,5,,31,
264150,Paluweh,16271,Confirmed Eruption,Indonesia,2,,1984,,5,,9,,Historical Observations,,1984,,5,,21,
285070,Akan,18700,Confirmed Eruption,Japan,1,,1984,,5,,1,,Historical Observations,,1984,,5,,1,
211060,Etna,13812,Confirmed Eruption,Italy,1,,1984,,4,,28,,Historical Observations,,1984,,10,,18,
357110,Llaima,12066,Confirmed Eruption,Chile,2,,1984,,4,,20,,Historical Observations,,1984,,11,,26,
282110,Asosan,17343,Confirmed Eruption,Japan,1,,1984,,4,,13,3,Historical Observations,,1985,,6,,24,
241100,Ruapehu,14650,Confirmed Eruption,New Zealand,1,,1984,,4,,2,,Historical Observations,,,,,,,
345020,Rincon de la Vieja,11100,Confirmed Eruption,Costa Rica,2,,1984,,3,,31,,Historical Observations,,1984,,4,,16,15
353010,Fernandina,11672,Confirmed Eruption,Ecuador,1,,1984,,3,,30,,Historical Observations,,,,,,,
332020,Mauna Loa,10226,Confirmed Eruption,United States,0,,1984,,3,,25,,Historical Observations,,1984,,4,,15,
300270,Sheveluch,19581,Confirmed Eruption,Russia,2,,1984,,3,,17,,Historical Observations,,1984,,9,,6,
300260,Klyuchevskoy,19465,Confirmed Eruption,Russia,3,,1984,,3,,10,,Historical Observations,,1985,,1,,28,
284100,Kaitoku Seamount,18374,Confirmed Eruption,Japan,0,,1984,,3,,8,,Historical Observations,,1984,,3,?,26,
243080,Home Reef,14770,Confirmed Eruption,Tonga,3,,1984,,3,,1,,Historical Observations,,1984,,3,,5,
223020,Nyamulagira,14071,Confirmed Eruption,DR Congo,2,,1984,,2,,23,,Historical Observations,,1984,,3,,14,
300250,Bezymianny,19361,Confirmed Eruption,Russia,3,,1984,,2,,5,,Historical Observations,,1984,,12,,16,15
263140,Galunggung,15722,Confirmed Eruption,Indonesia,1,,1984,,1,,9,,Historical Observations,,1984,,1,?,31,
241040,Whakaari/White Island,14489,Confirmed Eruption,New Zealand,2,,1983,,12,,26,5,Historical Observations,,1984,,2,,12,5
263310,Tengger Caldera,16058,Confirmed Eruption,Indonesia,1,,1983,,12,,21,,Historical Observations,,1983,,12,,21,
333010,Teahitia,10301,Confirmed Eruption,France,0,,1983,,12,,18,,Hydrophonic,,1984,,7,,14,
233020,"Fournaise, Piton de la",14371,Confirmed Eruption,France,2,,1983,,12,,4,,Historical Observations,,1984,,2,,18,
312030,Pavlof,20148,Confirmed Eruption,United States,3,,1983,,11,,11,,Historical Observations,,1983,,12,,18,
252120,Ulawun,15055,Confirmed Eruption,Papua New Guinea,1,,1983,,11,,6,,Historical Observations,,1984,,3,,13,
357120,Villarrica,12168,Confirmed Eruption,Chile,1,,1983,,10,,14,,Historical Observations,,1983,,10,,16,
284040,Miyakejima,18272,Confirmed Eruption,Japan,3,,1983,,10,,3,,Historical Observations,,1983,,10,,4,
263090,Tangkuban Parahu,15683,Confirmed Eruption,Indonesia,1,,1983,,9,,14,,Historical Observations,,,,,,,
264250,Iliwerung,16348,Confirmed Eruption,Indonesia,1,,1983,,8,,17,,Historical Observations,,1983,,8,,18,
268060,Gamalama,16668,Confirmed Eruption,Indonesia,3,,1983,,8,,9,,Historical Observations,,1983,,8,,12,
283120,Kusatsu-Shiranesan,17844,Confirmed Eruption,Japan,1,,1983,,7,,26,,Historical Observations,,1983,,12,,21,
266010,Colo,16423,Confirmed Eruption,Indonesia,4,,1983,,7,,18,,Historical Observations,,1983,,12,,16,15
282110,Asosan,17342,Confirmed Eruption,Japan,1,,1983,,7,,16,15,Historical Observations,,1983,,10,,16,15
